,store_name,cmt,time_cmt,category
9364,Tàu Hủ Xe Lam - Phùng Văn Cung,"Ngon rẻ
Nơi trú ẩn ngày mưa, nhà gần nên mê quán lắm, hôm nào trời mưa mưa là ở quán luôn, quán không rộng lắm nhưng view và cách phục vụ khá ok nhé :D . Quán nhiều món tả pí lù, xôi dừa.., mà mình vẫn thích và hay order nhất tàu hũ truyền thống, ngon và thơm, mà giá 12k khá ổn nhé. Bạn nào ăn những món best seller thì đi sớm ty, chứ tối hết món sớm lắm
Điểm mình thích nữa là mấy chú bảo vệ, nhiệt tình và vui kinh khủng (y) bạn nào thích ăn tàu hũ truyền thống hay phá cách tý thì nên thử qua nhé
Đi k chụp món... mà toàn chụp cảnh :D",24/07/2018 23:05,Buffet
10127,Há Cảo - Phá Lấu Bò Marie Curie,"Há Cảo - Phá Lấu Bò Marie Curie
Hồi đợt siêu thèm phá lấu cái tự nhiên nghĩ ngay tới chỗ này do gần chỗ mình làm nên ship sẽ rẻ hơn )))))
Mình ham ăn nên order 1 phần mì phá lấu rồi thêm 1 phần phá lấu thêm nữa để ăn chung luôn 🤣🤣
Hời ơi về đổ ra nguyên tô bự, mì cũng nhiều mà phá lấu cũng nhiều nốt ))))
Trong mì phá lấy thì có lòng với chả bò nữa nên ăn cũng khá ok và đầy đủ
Mình thích lòng bò với gan béo béo, nước hơi mặn một tẹo nhưng chắc do mì ra nữa nên vậy, mình vắt thêm tí chanh vào ngon ngất ngây liền 🤣🤣
Ăn không hết phải gọi nhỏ em xuống phụ luôn hehe
Nói chung chất lượng với giá mình thấy khá ok, bị cái mấy mùa tết hay bửa nào đông là quán đóng cửa siêu sớm 😩😩
Xem thêm",29/05/2020 11:27,
2509,Ốc Quỳnh - Nhiêu Tứ,"Ốc ngon,cô chủ xấu như tiên
dịch nên chỉ có thể oder về.mua nhiêu đây mà ăn ngất ngây trời mây...
vị ngon lạ khác với các quán khác nhé.do dịch nên Now cũng có nhiều mã ưu đãi free ship.
hết dịch nên tới thử lần sẵn ngắm cô chủ xấu xí^^",26/5/2021 18:38,
9765,Cá Viên Chiên - Lương Hữu Khánh,"Cá Viên Chiên - Lương Hữu Khánh
Cần thay đổi thái độ phục vụ với khách hàng , bưng đồ đến cho khách hàng còn thiếu mà cũng ko nói là món đó sẽ lên sau . Hy vọng quán sẽ sớm thay đổi về tình trạng trên",12/11/2018 17:32,Lẩu Nướng
8875,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Cống Quỳnh,"A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Cống Quỳnh
Thằng nhóc trong công ty dẫn đi ăn, lần đầu ăn cảm giác lạ vô cùng. Ngon ơi là ngon, bánh mì giòn thơm bơ, ăn kèm với gỏi đu đủ là nhức răng luôn í .. Thịt ăn kèm cũng khá ngon, nhưng vẫn thích bánh mì hơn, ăn cái là ghiền. Chiều nào chắc cũng lết ra đó ăn đỡ thèm qá.",21/08/2018 17:55,
3272,Nhà Hàng Ngon - Pasteur,"Nhà Hàng Ngon - Pasteur
Giá cả rất hợp lí phù hợp cho cặp đôi và gia đình họp mặt. Đây là nhà hàng ruột cua nhà mình. Mình chỉ thích mỗi cơm tay cầm ở đây còn lại đều bình thường. Các món chè cũg khá ngon. Ngày cuối tuần nhà hàng rất đông mà phải chờ lâu. Đa số du khách là người nước ngoài. Ko có máy lạnh nhưg không gian mát mẻ lắm",13/8/2016 10:25,
2862,TacoLeo - Ẩm Thực Mexico - Hồ Hảo Hớn,"TacoLeo - ẩm Thực Mexico
Thấy có khuyến mãi ecard nên ghé cùng gấu dùng thử

Giá cả cũng vừa phải ko quá đắt.

Vị hơi bị VN hóa, thịt bò hơi mặn, thiết nghĩ là quán chắc đã biến tấu cho phù hợp hơn với khẩu vị của người Việt.
Trong các món thì mình thích nhất là Nacho Supreme, món này béo, nhiều phô mai lại có thêm viên kem chua chua :D

Nhìn thấy ko nhìu chứ ăn cũng mau ngán, tại mấy món này bột nhìu.

Quán hơi nhỏ, phía trước để được vài chiếc xe, ko biết nếu đông thì gửi ở đâu.
Xem thêm",28/4/2017 15:53,Lẩu Nướng
5398,Parkview Buffet - New World Saigon Hotel,"Món ăn ta
Thất vọng cho buffet 5 sao.Không phong phú từ hải sản cho đến món nóng và tráng miệng. Hải sản toàn luộc sẵn muon an nóng thì luộc lại hoặc nướng lại chỉ có vài loại ,tom hùm 1con cỡ dưới 200g(được cái lấy thoai mái),nghêu,tôm sú, tom càng, bach tuột, 1loai ốc và hào với bên quay nóng có cua rang me,khong có cua sống ,hai sản chỉ có vậy thôi hết. Món nong cung không nhiều. Phục vụ không chuyen nghiep.Noi chung quá thất vọng cho buffet 5 sao và sẽ không quay trở lại",1/12/2019 21:35,Âu
13915,Nhân Sushi Bito - Fresh Sashimi,"Nhân Sushi Bito - Fresh Sashimi
Ngon lắm, sạch sẽ, chuản nhật",25/09/2023 12:18,Bò
812,Gà Cơ Bắp - Chuyên Các Món Gà,"Gà lên mâm nhỏ - (2 người)
- Gà ta ăn dai, chắc thịt, da gà giòn, không bị bở. Gia vị ướp đậm đà, vừa miệng. 
- Xôi dẻo, thơm, màu đẹp, có hành phi rắc phía trên. 
- Rau gỏi mới, tươi.
- Đóng gói rất sạch sẽ, kĩ. Mở băng keo hơi mệt tí. Cả phần ăn khá nhiều, 2 người đủ no căng bụng. 
- Đặt ngay đợt đang có code giảm giá nhưng chất lượng vẫn đảm bảo như bình thường, có điều chắc đông người mua quá nên giao hơi lâu.",20/12/2019 23:16,Cơm
1245,Súp Cua Bông - Mạc Đĩnh Chi,"Súp Cua Bông -***
Súp ở đây rất ngon nha. Chiều đi ăn có chỗ ngồi xinh lắm. Được mấy chị cho ghế để tập luôn dễ thương quá trời quá đất, xin pass wifi cũng cho luôn.

Chủ quán cũng vui tính nữa. 

Chiều ăn như vậy là đủ no luôn ♥️♥️♥️",26/1/2022 10:32,
274,Moon Fast Food - Món Hàn - Xuân Hồng,"Ngonnn
Quán này gần nhà mình , quán thì đông mọi lúc mọi giờ, có lần ra quán phải ngồi đợi ở ngoài để có bàn, chỗ giữ xe hơi bất tiện vì phải qua bên kia đường gửi. Đồ ăn thì ngon cực.
Mì ý sốt kem phải nói là rất ngon, đồ ăn đi kèm như xúc xích thịt nguội cũng nhiều nữa
Mì ý gà phô mai cũng ngon luôn, gà rất giòn
Bánh tôm phô mai phải nói là ai cũng nên thử, ăn hoài không ngán luôn ý.",30/12/2017 11:28,Cơm
2131,Sushi & BBQ Miya,"Không thể tin
Em mua order về ăn. Em là đứa rất thích sushi luôn hôm nay thấy quán này mọi người khen em đặt thử! 
Bạch tuộc dai phải nói như lốp xe nhai mãi không được em bỏ luôn
Cá ngừ bở như sắp thối đến nơi vậy trời ơi cắn 1 miếng là nhả ra ngay
Cá hồi em ăn nhiều mà chưa thấy nó bị dai bao giờ mà nay thấy lần đầu nhai mãi không được cũng phải bỏ ra. Chỉ có lươn là ăn được. Mua hết hơn 200k ăn được 2 miếng lươn 
Không biết là do giao về mới vậy hay sao rất mong quán xem lại
Em nghĩ sẽ không ăn lần thứ 2 đâu
Xem thêm",13/10/2018 12:57,Lẩu Nướng
9996,Bánh Tráng Trộn Long,"Bánh tráng ổn, nhiều vị nhiều lựa chọn
Quán này so với quán chú Viên nhiều lựa chọn hơn, bánh tráng 1 bịch quá trời, ăn hoài mới hết đó. Lúc trước mình chỉ ăn bánh tráng trộn thôi, sau này thử thêm bánh tráng cuốn, gỏi xoài, bánh tráng tôm, bánh tráng tỏi lắc. Các món bánh tráng thì okie, riêng món bánh tráng cuốn có bơ hơi nhiều, nhìn hơi ngán.",29/08/2017 20:45,Bánh Tráng
6669,Mezz - Buffet Tương Tác - Sofitel Saigon Plaza,"Buffet ngon, sang chảnh
Nhiều quầy quá, kể từ từ nha :P
-Quầy teppan: cực nóng ngon, mình ăn 10 con hàu Pháp nướng phô mai luôn. Bò cũng rất mềm ngọt, ăn vớt sốt tiêu thì phải, có bạch tuộc nữa. Những món làm sẵn thì nhiều lắm, mỗi món gắp có 1 miếng nhỏ xíu ăn thử nên quên tên rùi. Mình đi thứ 5 KHÔNG có tôm hùm nha T.T
- Quầy cheese: mình khá hảo cheese, nên mỗi loại cắt 1 que, ăn với salad (có đủ loại sốt) hay raisin cũng đc. Ăn ngán mún té xỉu lun nên mấy bạn hỏi nhân viên cái nào mắc mà ngon thì ăn ha )) Đừng quên pate tự làm, ngon thần thánh :"")
-Quầy Á: có dimsum, vịt quay,... Mình ko đụng 1 món nào vì để dành bụng 
-Quầy Nhật: rất nhiều loại sushi vào sashimi, cả trứng cá nữa. Xếp trên thuyền rất art nghen :"") Sắp hết là nhân viên làm liền. Mình đi tới đi lui quầy này hoài ngại ghê :"")
Kế bên có cua ghẹ tôm sò, mang qua teppan ngta làm nóng ăn cho ngon 
-Quầy tráng miệng: đẹp lắm lun huhu. Bánh nhỏ nhỏ xinh lắm, nguyên cái tháp chocolate rất chất luôn. Có quầy kem trộn nữa. Mẹ mình thích quầy này hehe

Nhớ uống kèm rượu vang ;)

Bon appétit ❤️❤️❤️
Xem thêm",2/04/2016 21:57,Âu
3597,WP'S Waffle Place - Bánh Tổ Ong Nướng - Tôn Thất Thuyết,"Waffle Place - Bánh Tổ Ong Nướng -***
Quán bé xinh xắn, nằm ngay góc. Mình thích ăn nhất là waffle phô mai từng ô cách nhau, béo béo, ngon ngon, bánh thơm, ngọt vừa. Phục vụ nhanh nhẹn, dễ thương. Giá cả ổn.",23/3/2020 11:43,Lẩu Nướng
10728,Bà Bắc - Bánh Tráng Cuốn Trộn,"Bà Bắc - Bánh Tráng Cuốn Trộn
Mình đặt thử 1 phần bánh tráng chiên 25k và 1 phần bánh tráng cuốn 20k.
Freeship nhanh gọn lẹ trong 15ph từ q4 qua q3z
Bánh tráng chiên giòn có tỏi phi vs sốt bơ béo béo. Có ruốc + 4 trứng cút + chả lụa + khô mực 
Giá cả cũng khá đáng đồng tiền bát gạo nhé. Khá là nhiều phải 2 ng mới ăn hết á.
Bánh tráng cuốn 10 cuốn 20k. Cuốn ko to mấy nhưng vừa ăn có trứng cút vs khô bò.
Sốt bơ chấm kèm cũng béo béo rất ok nha. 
Nói chung ko hề hối hận khi order nhé.",29/08/2020 19:02,Bánh Tráng
8881,A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Cống Quỳnh,"A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Cống Quỳnh
Món này là món tủ cho buổi xế của mình nè, anh bán hàng ở đây dễ thương lắm từ hồi quán không nhiều người đến giờ đã có một lượng khách quen mà anh vẫn một cách bán hàng chứ không như nhiều nơi mình thấy. Giá 1 xiên bò hoặc lạp xưởng là 10k, 1 ổ bánh mì bơ là 5k, rất vừa túi tiền nè, ngoài ra bạn nào đến tận nơi ăn có nhiều món ăn vặt được bán trong khu đó luôn. Thịt bò ướp ngon, hợp với bánh mì bơ. Sẽ quay lại nữa!",23/07/2018 21:05,Buffet
5966,Shabu Ya - SC VivoCity,"Lẩu lạt phèo,nhân viên lườm khách
Bữa đọc foody thấy rẻ quá nên ham. Thật chứ buffet lẩu ở đây quá rẻ, luôn nước chưa thuế có 139k. Vậy là nay đi ăn thử,xong hối hận quá phải chi chọn chỗ khác.
1 là thái độ nhân viên: tụi mình thích bò nên chủ yếu kêu bò. Nv nữ bình thường,nam kêu thì mặt lầm lì chả đáp lại còn lườm cho 1 cái như nói gì mà ăn bò hoài. Xong lơ lơ bơ bơ ra đứng nói chuyện với nhân viên nữ 1 hồi lâu, mình nhìn họ thì lát sau nv nam kêu nv nữ mang bò ra như kiểu bố thí cho chúng đi, chúng đợi nãy giờ. Ăn xong ngồi chơi thì cũng nv nam đó đi ngang nhìn chằm chằm như hỏi chưa đi nữa hả. Lần đầu đi buffet gặp thứ nhân viên như vậy.
2 là chất lượng: chọn lẩu collagen với kim chi. Cả 2 đều dở. Collagen đỡ hơn,kim chi dở tàn canh. Vị cay cay lạt phèo chả chua chả ngọt,phải xin thêm chanh và bỏ 1 mớ rau nấm bắp các kiểu mà cũng hông cứu vớt được vị giác. Buffet lẩu mà nêm ngon thì mọi thứ sẽ ngon. Thật chứ vị lẩu bên hotpot story ngon hơn nhiều. Còn nv thì miễn bàn luôn. Các bạn bên ấy được traning tốt, cực dễ thương và thân thiện. Mình ít khen hay chê nhân viên nhưng đây là 2 chỗ duy nhất mình khen và chê thậm tệ vậy. Thôi túm lại coi như lỡ dại ham rẻ, hông có lần 2 quay lại quán này.
Xem thêm",10/02/2017 22:54,Âu
10571,"Kem Tươi, Kem Chiên & Cá Viên Chiên - Nguyễn Xuân Khoát","Hợp sinh viên
Ngon, hấp dẫn với nước chanh dây miễn phí, uống bao nhiêu cũng được.
Giá bình dân. 
Ăn nhiều còn được tặng Pepsi nữa.  
Ngồi trên vỉa hè, đường vắng, khá mát mẻ.",23/08/2016 22:20,
6817,King BBQ Buffet - Mạc Đĩnh Chi,"Quá tải
Những ngày này khách nhiều, nv phục vụ vẫn như cũ, nên chờ gần như hơn 45 phút, còn một số khách khác chờ lâu quá, bỏ về....",1/02/2019 12:43,
4746,Phở Hòa - Pasteur,"Phở Hòa
Mình là đứa không có thích ăn phở mấy đâu. Mình chỉ ăn mỗi khi mệt hay bị bệnh thôi. Và mỗi lần như vậy thì mình ghé phở hòa ăn. Phải nói là không có chỗ phở nào làm mình hài lòng hơn phở hòa. Nước phở thơm và không bị nồng mùi thịt bò. Ăn phở về mình không bị khát nước như ăn ở mấy chỗ khác. Tô phở 64k mình ăn no ứ hự. Chỉ có 1 khuyết điểm là quán quá dơ. Sàn nhà đi dính dính bết bết khá là khó chịu. Còn lại thì mình hài lòng.",7/10/2017 16:18,
27,Hanuri - Quán Ăn Hàn Quốc - Sư Vạn Hạnh,"Cơm trộn bibim và cơm trộn cá ngừ ăn rất vừa vị
Mình gọi nhiều món nhiều lần từ quán, từ mì cha chang, cơm trộn kimchi cá ngừ, cơm trộn cá ngừ, và cơm trộn bibimbap, và tobboki ramen. Những món mình order đều ăn rất ok, kiểu cảm giác như những món ăn bình thường ở ăn vặt cổng trường á. Mì cha chang thì có vẻ hơi ngọt một chút, còn ramen thì hơi cay nên mình ăn không quen. Còn những món cơm trộn đều ăn rất hợp với khẩu vị của mình nên recommend là order mấy món cơm trộn về luôn. Mong order thêm nhiều lần từ quán",16/1/2020 13:31,Buffet
9690,Dì Lan - Cacao Dừa,"Đá me
Mọi khi uống cacao dừa ở đây nè, nay thử uống đá me cũng khá ngon nè, hơi ngọt tí thôi",24/05/2018 15:42,
11336,Panda BBQ - Quán Thịt Nướng Đà Lạt - Đường Số 9A,"Trừ thịt ra thì mọi thứ đều ổn
Mình đi 2 người ăn như hình hết gần 200k, nhân viên rất ok luôn, nhanh nhẹn, lên món rất nhanh, tuy là mình gọi bình trà đào phải gọi 3-4 lần mới ra chắc tại đông quá, có gọi thêm sốt nướng với đổi vỉ mấy lần nhân viên cũng ok nhiệt tình luôn. Không gian khá thoáng tuy đông nhưng không có cảm giác bị ngợp. Chỉ có vài món 5k thôi (chiêu trò kinh doanh mà :)) ) nhưng nhìn chung đồ ăn ngon, sốt nướng ngon nốt. NHƯNG, phải NHƯNG cho to, mình ăn lần này là lần thứ 3, mình và bạn mình chỉ ăn mỗi món ba rọi sốt bbq mà càng ngày lượng mỡ với lượng thịt nó lại tỉ lệ nghịch một cách đáng sợ, lần đầu mình ăn panda thịtt vs mỡ ba rọi đều đều nhau (đó là lí do mình quay lại), lần 2 bắt đầu thấy mỡ nó nhiều nhiều rồi đó, lần này mỡ nó đã ngập họng rồi, thịt còn cỡ 20-20% thôi, một đứa ăn béo như mình còn thấy khiếp :))) mình nghĩ chắc mình trừ 5 điểm luôn vì mỡ mỡ và mỡ ko :)) nhắc lại còn thấy khiếp.. mình sẽ cân nhắc có ăn ở đây nữa không khi phải bỏ ra 200k để ăn toàn mỡ :( vậy thôi chứ còn lại ổn cả
Xem thêm",5/12/2017 1:01,Lẩu Nướng
15425,Beer & Barrel - Thế Giới Bia Bỉ,"TUYỆT!
Không tiếc cho chỗ này điểm 10. Bia Bỉ quả nhiên như lời đồn. Vô cùng ngon. Rất đáng để trải nghiệm. Thanks Fast & Furious 7 đã recommend :)",16/05/2015 10:14,
11210,Bánh Tráng Kẹp Dì Hoa - Nguyễn Thị Thập,"Bánh Tráng Kẹp Dì Hoa
Chổ ăn vặt ưa tới. Xoài mắm siu ngon, ổi xí muội mình cũng mê mấy cái bánh tráng mềm cũng okie do cái nước chấm ngon quá. Mà bị một nỗi bánh tráng giòn thấy trớt quớt sao á 😂 không mê như bánh tráng nướng Cao Thắng. Mà thôi ưu tiên vì gần trường mình",11/10/2015 2:58,Bánh Tráng
13759,Lẩu Nấm Thiên Nhiên Ashima - Tú Xương,"Lẩu Nấm Thiên Nhiên Ashima - Tú Xương
Đi ăn vs gđ tại đây. Không gian ok, p.vụ rất tận tình thân thiện, món hơi chậm nhưng ngon. Nhất định sẽ quay lại ☺☺",19/12/2018 15:23,Buffet
1196,Súp Cua Bông - Mạc Đĩnh Chi,"Súp Cua Bông -***
Súp ngon.",18/2/2023 19:52,
15278,Buffet Liberty Central Citypoint - Pasteur,"Không gian buffet sang trọng
Liberty chi nhánh này bày trí không gian rất đẹp và sang trọng, có trong phòng và cả bên ngoài nữa, nhìn rất thích. Món ăn cũng khá nhiều món, món Á và món Âu đều có đủ cả, tráng miệng phầ lớn là trái cây và bánh Âu. Quầy hải sản tươi sống cũng có khá nhiều loại, hôm mình đi ăn ngoài các loại hải sản tươi sống chế biến theo nhu cầu còn có Tôm hùm Alaska nữa, loại tôm này không có nhiều chỗ buffet có đâu. Không gian Liberty chi nhánh này cực kỳ thích hợp cho gia đình, hẹn ò hay đối tác. Có điều tráng miệng ở chi nhánh này không ngon như chi nhánh bên Lê Thánh Tôn.",25/02/2015 18:16,Buffet
15979,Việt Kitchen Buffet - Renaissance Riverside Hotel,"Chất lượng không xứng với số tiền bỏ ra
Mình đi ăn vào cuối tuần trước. Không sử dụng voucher tính ra 1 người là hơn 1tr, nhưng món ăn ở đây quá ít so với số tiền bỏ ra. Tầm số tiền này ăn bên new world vẫn ổn hơn
Điểm cộng: Hải sản tươi, sashimi tươi ngon, bánh flan tráng miêng ngon, có nước suối hoặc nước ngọt refill thoải mái nhưng là do phục vụ châm thêm
Điểm trừ:
- Muốn ăn tôm hùm phải hỏi nhân viên phụ vụ xin phiếu mới được đổi tôm. Một phiếu được nửa con. Điểm này hơi rắc rối, nhưng hạn chế được việc ăn thừa thải còn dư nhiều của người VN. Nhưng không phải ai cũng nuốn hỏi phục vụ để xin phiếu
- Số lượng đồ ăn: quá ít. Súp được 2 loại, món chính le que được mấy món mà ăn không ngon, cá thì bị tanh, thịt thì dai. Mấy món bánh mì này nọ tối ăn không vô nên mình không để ý. Hay vì nghĩ mọi người đến đây để ăn tôm hùm là chính nên những món khác ít nhỉ. Nên nếu ai chỉ vì ăn tôm hùm hoặc cua thôi thì vào đây ăn ổn. 
Sẽ không quay lại nữa, mọi người đến ăn cho biết thì được
Xem thêm",9/02/2019 14:34,Buffet
8923,Bánh Tráng Trộn Kim Ngân - Bánh Tráng Trộn - 86 Dã Tượng,"Bánh tráng trộn hôm nay bán buổi trưa giờ cao điểm 10 điểm
Bánh tráng trộn hôm nay bán buổi trưa giờ cao điểm 10 điểm cho chất lượng ngon sạch sẽ đóng gói tươm tất…",22/02/2023 11:57,Bánh Tráng
411,Cơm Tấm Ba Ghiền Không Chi Nhánh - 84 Đặng Văn Ngữ,"Cơm Tấm Ba Ghiền Không Chi Nhánh - 84 Đặng Văn Ngữ
Ngon ạ",1/10/2023 13:52,Bò
11233,Rove - Bánh Cá Nướng Taiyaki,"Rove - Bánh Cá Nướng Taiyaki
M hay đặt chung với cả phòng cũng kha khá lần rồi mà bữa nay mới review. Giá bánh tầm 12 - 20k/c, nhân đa dạng đặt đông người k lo có người k ăn dc mùi này mùi kia, ăn 1c là no lửng bụng luôn rất thích hợp để ăn xế nha 😂 phần bột thơm mùi bơ, trứng, loại màu xanh thì đậm vị matcha đắng nhẹ thanh thanh ăn đỡ ngán (vì cả cái bánh toàn bột k hà). Thích nhất là giao hàng nhanh, đến nơi vẫn còn nóng & giòn rìa. Điểm trừ là nhân hơi ít và bánh đượm nhiều dầu, dễ ngán.",23/01/2018 16:34,
3495,SteakZone,"Ngon lắm
Siêu ngon nha mọi người, rất hợp khẩu vị mn nên thử.",10/10/2023 10:35,
1212,Súp Cua Bông - Mạc Đĩnh Chi,"Súp Cua Bông -***
Soup cua bông thần thánh ăn không chán😝Đơn giản vì nó ngon.",28/10/2022 21:59,
4277,Mỳ Ý Spaghetti To Go - Trần Hưng Đạo,"Đóng gói
Mì ý xốt kem thịt xông khói khi giao đến luôn bị đổ sốt ra ngoài bao rất là dơ và mất thẫm mĩ :(",15/1/2019 10:13,
7765,U.BBQ - Nhà Hàng Buffet Nướng & Lẩu,"U.BBQ - Nhà Hàng Buffet Nướng & Lẩu
Đến hôm chủ nhật nên quán có vẻ đông. Chất lượng: thịt rất thơm, ăn rất đậm vị, từng loại được ướp nhìu loại sốt khác nhau, mỗi loại ăn vào có đặc trưng riêng. Thịt tươi, ướp vừa ăn lắm Nhân viên thân thiện, sắp xếp chỗ ngồi rồi phục vụ cũng nhanh nữa. Vị trí trong trung tâm nên cũng khá là dễ tìm. Nếu thèm đồ nướng thì có lẽ mình sẽ đến đây ăn lại tại quán ấm cúng, phục vụ tốt mà giá cũng khá ổn nữa ^^",1/10/2017 13:19,Lẩu Nướng
8422,Xôi Chè Bùi Thị Xuân - Bùi Thị Xuân,"Xôi***đã tệ
Xôi 33k/hộp mà nhìn vô chả muốn ăn , đã vậy quán còn để xôi thì để sẵn , khách tới rồi lấy đưa liền , xôi nó lạnh như chè , hết ngon như xưa , bán nhờ cái tiếng ai mua dc thì mua",8/09/2022 8:20,
9956,Bánh Tráng Trộn Long,"Ngon.
Mình hay ăn chỗ này. Hợp vị. Có điều mấy hôm kêu làm cay mà mấy ảnh làm k cay lắm chắc do mình ăn quá cay hê hê. Nước sốt vừa ăn. Bánh tráng dẻo dẻo. Dai dai.",8/10/2018 2:03,Bánh Tráng
13742,Lẩu Nấm Thiên Nhiên Ashima - Tú Xương,"Lẩu Nấm Thiên Nhiên Ashima - Tú Xương
Đồ ăn khá ngon, nhưng viên thì nhiệt tình quá trời. Mình chỉ cần ăn mọi việc đã có phục vụ làm giúp nè. Không gian thì sang trọng cộng thêm nhạc nghe rât êm tai. Bò cuộn nấm kim châm với lươn nhật cuộn nấm tiên siêu ngon nhé .Nói chung mình rất thích luôn. Dù món ăn lên hơi chậm xíu nhưng mình thây rất xứng đáng.",4/08/2019 15:02,Âu
5953,Shabu Ya - SC VivoCity,"Buffet lẩu
Mình hay ăn GoGi ở Vivo, hôm qua chủ nhật hơi ngán thịt nướng nên qua Shabu Ya kế GoGi ăn thử buffet lẩu. Giá 268k 1 người, chưa gồm Vat 10%. Mình đi 2 người hết 590k. Nước lẩu không có gì đặc biệt lắm, ko ngon bằng nước lẩu của Kichi. Thịt thì hết r gọi lên ăn thoải mái. Nấm, sushi, cơm cuộn, chè, rau để sẵn trên quầy, mình tự tới lấy, có cả kem ăn cũng ngon, bánh flan, nước thì tự phục vụ miễn phí sẵn trên quầy. Nếu để thừa đồ ăn trên 100g phải tính tiền đồ ăn thừa, nên mình lấy vừa đủ. Ăn no không thở nổi. Nói chung cũng được.",13/06/2017 0:04,Âu
4764,Phở Hòa - Pasteur,"Phở Hòa
Tuy rất nổi tiếng về thương hiệu Phở Hoà, nhưng tô phở nổi tiếng quá nên đành hết ngon. Giá cả lại cao - người chủ không cần khách hàng.",14/4/2017 8:36,
13222,La Brasserie Restaurant - Hotel Nikko Saigon,"La Brasserie Restaurant - Hotel Nikko Saigon
hải sản tươi, lên món nhanh, nhiều món desert lắm",25/09/2023 11:28,Buffet
15549,Martini Bar - Park Hyatt Saigon,"Martini Bar - Park Hyatt Saigon
Đến đây mình rất hài lòng từ dịch vụ, phục vụ, không gian đến món ăn",16/09/2023 11:43,Buffet
298,Moon Fast Food - Món Hàn - Xuân Hồng,"Moon Fast Food - Món Hàn - Xuân Hồng
Lần nào ghé cũng hài lòng về chất lượng. Quán buổi tối rất đông nên mình hay ghé vào buổi chìu cho vắng. Phải nói là súp kim chi ở đây siêu ngon, đậm vị ăn rất thích mà chỉ có 30k. Mỗi lần tới thì mình đều kêu. Ngoài ra cơm gà xé trứng muối ăn rất ổn, nước sốt đậm đà. Tokbokki bò ăn ok. Giá cả rất phải chăng dành cho sinh viên. Nhân viên phục vụ nhiệt tình.",19/9/2017 17:40,Cơm
13765,Lẩu Nấm Thiên Nhiên Ashima - Tú Xương,"Lẩu Nấm Thiên Nhiên Ashima - Tú Xương
Nói về lẩu nấm thì thấy ashima thực sự ngon và bày trí cũng đẹp amwst , không gian riêng biệt từng bàn và thoáng",13/11/2018 11:22,Âu
15554,Martini Bar - Park Hyatt Saigon,"Bar Park Hyatt Saigon
Thực sự cả tuần làm việc mệt mỏi, nếu bạn có thời gian thì cũng hãy nên thử tới đây một lần thư giản cùng bạn bè để bắt đầu ngày mới tốt hơn. 
Bar chất lượng. Mình thích âm thanh nhạc ở đây, trong trẻo, khởi động. Vừa đủ để lắc lư theo nhịp điệu. Hay.
Thức uống tầm 80k-150k.
Nhân viên phục vụ ok. Nhiệt tình. Like.",12/09/2017 22:57,
11915,Bò Bía Lý,"Bò Bía Lý
Ngon, phù hợp giá tiền",30/09/2023 15:25,
3660,WP'S Waffle Place - Bánh Tổ Ong Nướng - Tôn Thất Thuyết,"Best waffle place in district 1 for cheap cost.
The place is small, but they have a good decorations. We pick the waffle with taro ice cream + chocolate ice cream. The taste was extremely delicious. The texture of the waffle was done well; however, it could be better if it was a little crispy. The flavor was not too sweet, which is what I like. Overall, it was good if you don't want to spend lot of $, and you would still be able to enjoy the night with your love one.",29/5/2017 20:37,
10736,Bà Bắc - Bánh Tráng Cuốn Trộn,"Bà Bắc - Bánh Tráng Cuốn Trộn
-> Bánh tráng cuốn, bánh tráng cuốn đỏ bà bắc 
- bánh tráng cuốn đầy đủ topping luôn ăn là đỉnh of đỉnh, nước chấm thì khỏi chê luôn 
- bánh tráng đỏ lại có thêm sốt bơ nên béo hơn, loại này hay dính và đổ ra ngoài lắm nên ăn loại kia nhoaaa mọi ng :)))
- ở đay có ăn tại chỗ lin nhé, rất nhìu pàn và phục vụ rất nhanh 
- mọi người ở đây cũng dễ thương, thân thiện cộng với chấ lượng hữu hạn của bánh tráng ở đây nữa đúng là 10/10 áaa",12/04/2020 22:39,Bánh Tráng
2873,TacoLeo - Ẩm Thực Mexico - Hồ Hảo Hớn,"TacoLeo - ẩm Thực Mexico
Bữa valentine 2 chị em FA dắt nhau đi ăn. Lại lẩu cua đất mũi thì đông quá, đợi dài dài. Lên Foody thì thấy quán này gần lạo đc giảm 20% nên ghé ăn luôn. Giá khá bình dân. Ngon, nhưng vì bỏ nhiều đậu, bắp, và cơm nên bị ngán",19/2/2017 20:11,Lẩu Nướng
9230,Thế Giới Tàu Hũ - Trần Đình Xu,"Thế Giới Tàu Hũ -***
Đậu hủ nóng truyền thống thì ngon, nhưng đậu hủ lạnh hơi nhạt nhẽo, không ngon lắm nha .
Không gian thì theo kiểu quê nên hơi cũ kĩ và nhiều muỗi nè.
@t4_eattheworld",1/02/2021 21:07,
