,STORE_NAME,DATE,DATETIME,CATEGORY,REVIEW_RAW
161,Saigon Cafe - Sheraton Saigon Hotel & Towers,09/2015,12/09/2015 12:35,Âu,"Buffet Saigon Cafe
Từ vị trí, giá cả, phục vụ, chất lượng món ăn, chất lượng dịch vụ... đều ko có gì để phàn nàn.

Thường thì THỨ 3 hàng tuần sẽ có phục vụ FOIE GRAS... THỨ 7 cũng có nhưng tùy chương trình."
162,Saigon Cafe - Sheraton Saigon Hotel & Towers,02/2017,15/02/2017 12:14,Âu,"Saigon Cafe - Sheraton Saigon Hotel & Towers
Đi ăn Valentine, từ lúc Saigon Cafe ngưng sửa chữa thì đây là lần đầu đến Saigon Cafe mới. Không gian rộng hơn, hiện đại hơn và thoáng hơn, khung cảnh cũng đẹp nữa. Các quầy thức ăn để trải ra chứ không gom lại như trước, món ăn nhiều hơn và cũng ngon nữa. Bây giờ có tôm hùm nướng, hào phô mai, pate gan ngỗng, trừu, bò, cá hồi. Bún bò và phở nước lèo thanh và ngon lắm. Hải sản nhiều hơn trước có ghẹ, tôm, các loại ốc sò. Có quầy đồ xào, khách đến ăn gì thì yêu cầu đầu bếp xào tại chỗ luôn, ghẹ xào me ngon, vừa ăn. Quầy tráng miệng cũng rất ok có tiramisu, passion cheese, opera, rau câu, bông lan, tart, có kem cuộn thái lan và kem fanny, tháp socola. Đi ngày valentine nên ai là nữ đều được tặng hoa hồng và bánh trái tim. Giá ngày valentine là 1,500,000++.
Xem thêm"
163,Saigon Cafe - Sheraton Saigon Hotel & Towers,10/2022,21/10/2022 20:57,Âu,"Saigon Cafe - Sheraton Saigon Hotel & Towers
Mình đi ăn buffet rất nhiều chỉ thích món tôm hùm , anh chị nào có chung sở thích thì tham khảo nhận xét của mình nhé, chỉ là ý kiến cá nhân,
Khách sạn sheraton: gia đình mình đi ăn gần đây nhất thứ 7 ngày 15/10 thì thấy tôm hùm có size to lên , nước sốt rất ngon , phục vụ tận chân răng nhưng thịt con hùm thì không ngon bị khô, không có độ ngọt , gọi 3 con thì có 2 con không đạt thịt hơi ốp , nhìn kĩ thì có phần đen ngay mép vỏ đầu ( chắc hàng lâu năm )
Khách Sạn Nikko: thì gia đình mình ăn cách đây 2 tháng cũng vào thứ 7 chật kín khách, kêu món tôm hùm lần 2 hơi lâu, nhưng bù lại thịt tôm ngon to, ngọt , chắc không bị ốp, nước sốt rất ngon , nhất là sốt tiêu, 
Khách sạn Caravell: gia đinh mình đi 3 người kêu 2 con lúc đầu thì tôm hùm size nhỏ hơn 2 khách sạn trên, và chất lượng không ổn lắm , thịt bị bở phần đầu, bị đen ngày mép vỏ , lần sau kêu 3 con thì có 1 con ok , còn 2 con thì không ngon lắm
Khách sạn Des art: mình dùng đã lâu cách 3 tháng thì cũng tương đối ổn , nhưng không biết giờ có thay đổi gì mới không
Còn các món kia mình không khoái khẩu lắm nên không chú ý kĩ, nhưng nhìn chung các món đều hấp dẫn, không gian sang trọng
Xem thêm"
164,Saigon Cafe - Sheraton Saigon Hotel & Towers,06/2016,25/06/2016 15:08,Âu,"Saigon Cafe - Sheraton Saigon Hotel & Towers
Buffet Sheraton giá khá chát nhưng chất lượng đi đôi với giá tiền bỏ ra:D. Hình như ở đây tầng 1 là buffet món Tây còn tầng 2 là buffet món Tàu. Mình ăn ở lầu 1, giá 880k/ người, nhưng mà người nhà mình có thẻ km đi 2 tính tiền 1 người ( nghe nói là thẻ thành viên gì đó, mình không rõ lắm), nên mình thấy rẻ, chứ không có thẻ thì giá khá chát đối với mình.
Không còn phải chê gì về cách phục vụ, không gian lẫn chất lượng món ăn rồi. Nói chung mình ăn rất rất hài lòng. Còn về nước thì ở ngoài chỗ buffet không có khu đồ uống, các bạn phải gọi phục vụ lại và hỏi, rồi order đồ uống, không tính tiền thêm đâu, cứ gọi đồ uống thoải mái nhé:))"
165,Saigon Cafe - Sheraton Saigon Hotel & Towers,12/2013,19/12/2013 11:17,Âu,"Thức ăn ngon, phục vụ nhiệt tình, không gian ấm cúng!!!
Mình vừa đến thưởng thức buffet tối cách đây không lâu, ấn tượng đầu tiên là không gian khá yên tĩnh, thoải mái. Mình đã đặt bàn trước để có được chỗ ngồi đẹp sát cửa kính nhìn xuống đường khá là lãng mạn. Sau khi vào chỗ ngồi thì nhân viên sẽ hỏi mình dùng loại rượu vang nào và sẽ phục vụ suốt buổi cho mình, có cả nước lọc free, mình rất thích khoảng này. Về thức ăn thì có salad, pasta, các loại thịt nguội, cheese, bread...v...v Các loại hải sản cũng rất tươi ngon có hàu sống, tôm, cua, ghẹ, sashimi, sushi rát ngon, hôm mình đi có thêm món King Crab mà mình rất thích. Có gang ngỗng nữa nhưng mình không ăn đươc vì món này không trưng bày ngoài line buffet mà phải hỏi nhân viên thì mới được phục vụ, vì mình không biết nên không thử được, mình thấy rất tiếc. Tuy nhiên quầy bánh ngot rất phong phú, đa dạng và ngon vô cùng, đặc biệt kem trà xanh là món bạn nên thử khi đến đây. Tóm lại mình rất hài lòng và sẽ quay lại vào lần sau.
Xem thêm"
166,Saigon Cafe - Sheraton Saigon Hotel & Towers,04/2014,18/04/2014 22:18,Âu,"Buffet Sheraton
Đi ăn lâu rồi nên tìm mãi mới có hình để viết review. Sheraton vốn trước giờ vẫn là địa điểm ăn buffet được yêu thích. Mình cũng rất thích vì ở đây không gian sang trọng, thức ăn nhiều và ngon, phục vụ nhiệt tình, chu đáo nữa.Không có món ăn quá vượt trội nổi bật như tôm hùng bự chảng bên Duxton, nhưng phần bánh mì có pate gan ngỗng khá sang chảnh, bánh ngọt cũng phong phú đa dạng"
167,Saigon Cafe - Sheraton Saigon Hotel & Towers,09/2014,6/09/2014 14:13,Âu,"Dinner buffet.
Buffet Cuối tuần ngon hơn đầu tuần mọi ng ah ^^"
168,Saigon Cafe - Sheraton Saigon Hotel & Towers,08/2016,7/08/2016 15:00,Âu,"Saigon Cafe - Sheraton Saigon Hotel & Towers
Buffet ở đây mang khynh hướng Tây nên cách chế biến hơi lạt so với khẩu vị người Việt. Hải sản rất tươi và được chế biến tại chỗ. Bạn chỉ cần lại yêu cầu đầu bếp và lát họ sẽ mang đến bàn cho mình. Quầy tráng miệng là hoành tráng nhất với đủ loại bánh và 4 mùi kem: trà xanh, chocolate, dâu và chanh. Sashimi thì vô cùng ngon, còn có nhiều kiểu salad rất đậm đà kích thích vị giác. Đặc biệt bạn còn được thưởng thức gan ngỗng tuyệt vời."
169,Rooftop Grand Lounge,06/2014,20/06/2014 21:35,Âu,"Buffet ở Grand Hotel
Grand Hotel thuộc đẳng cấp 4 sao nên không gian và cánh phục vụ thì khỏi phải chê. Từ trên tầng 12 có thể nhìn thấy đựơc cảnh bờ sông bến bạch đằng, đó là điều mà mình thích nhất.
Buffet thì khá là nhiều món nhưng quá nguội, đặc biệt là những món hải sản nếu để nguội khi ăn sẽ nghe mùi tanh rất nòng và cho dù nêm nếm có ngon đến đâu đi nữa cũng sẽ bị mất điểm hoàn toàn.
Nếu có đồ giữ nóng cho thức ăn thì thức ăn sẽ ngon miện hơn nhiều. Về phần tráng miệng thì bánh hơi khô và ko được mịn cho lắm. 
Hi vong khách sạng có thể khắc phục được khuyết điểm và ngày càng hoàn thiện hơn.
Xem thêm"
170,Rooftop Grand Lounge,05/2014,6/05/2014 13:50,Âu,"Buffet đặc sắc ngắm pháo hoa tuyệt vời
Bữa 30/04 có dịp vào đây ăn buffet tối. Nói chung là thấy rất hài lòng.
- Thức ăn: có khá nhiều món nhưng chủ yếu là ẩm thực Việt Nam, như: bánh đúc, bánh xèo, gỏi hải sản, gỏi xoài bắp bò,...(hình như khách sạn này chuyên phục vụ cho Tây nên thức ăn nêm hơi nhạt). Tuy nhiên quầy BBQ thì rất NGON và hấp dẫn: bò nguyên miếng (to lắm nhé), tôm càng, hào, ốc nhung, cá mỏ vịt...Ngoài ra còn có quầy tráng miệng đậm chất quê hương với khoai mì nước dừa, chè rong biển, mận, táo,...
- Phục vụ: rất chuyên nghiệp và nhiệt tình, đúng đẳng cấp 4 sao luôn!
- Không gian: khá sang trọng và ấm cúng. Vì kỉ niệm 30/04 nên có khá nhiều tiết mục ca múa nhạc dân tộc, trình diễn ảo thuật nữa chứ, có màn mấy bé gái đứng múa bụng nữa :D, vừa ăn buffet mà vừa xem biểu diễn đã mắt luôn. Đặc biệt mình rất rất rất là thích tầng 20 của Grand Hotel. Không gian ở đây rất thoáng mát, rộng rãi và tầm nhìn cực đẹp nhìn ra ngoài bến Bạch Đằng. Phải nói đây là lần xem pháo bông đã mắt nhất mà mình từng tải nghiệm :D. 
Nhìn chung thì đến đây ăn Buffet thì thức ăn ở mức Ok. Tuy nhiên những trải nghiệm về không gian, biểu diễn cho đến cách phục vụ thì rất tuyệt. Cool nhất là Grand Cafe tầng 20, lâu lâu mình sẽ ghé lại đây uống nước để thưởng thức cái view tuyệt vời ở đây.
Xem thêm"
171,Rooftop Grand Lounge,06/2014,12/06/2014 16:30,Âu,"Grand Cafe - Grand Hotel Saigon
Mình may mắn là 1 trong 100 người tham gia Foody Premium Party.

Không gian: Tuyệt vời!

Phục vụ: thân thiện, luôn tươi cười, lịch sự. Kể cả nhân viên phụ trách restroom. 

Thức ăn:

Lúc bắt đầu ăn là bụng đói meo, nên ăn cái gì cũng thấy ngon miệng, và chọn món hợp khẩu vị nên cũng ok. Món ăn chưa đúng chuẩn 4 sao. 

Salad:
Salad cá hồi sống: mình thích salad này, có điều hết cá hồi đợt đầu tiên là không thêm nữa. Vớt vát được 2 lát cá hồi, share cho bạn mình 1 cái. 
Salad bắp và đậu lạt: không ăn.

Gỏi cuốn: ngon. Cũng may không có giá, nên ăn được.
Gỏi Bon Bon Tôm Thịt: ăn chung với bánh phồng tôm rất hợp. Tiếc rằng gỏi bò bắp thấu ai cũng khen, thì mình không ăn, hiuhiu.

Bánh mỳ bơ tỏi: giòn, xốp, thơm bơ tỏi, ok. 
Chả giò: ổn, mình không hảo chả giò lắm. Nên cũng ăn có 1 cái.

Bánh xếp nướng, thăn bò, sườn chìa nướng: chưa ăn mấy món này(. Phải nói mình không hợp hợp ăn buffet, không bao giờ ăn đủ hết các món. Nhưng hình như thăn bò, sườn chìa, hết rồi thêm lên ít ít thì phải. Làm ra thành có 2 đĩa sò điệp phô mai. 

Sò điệp phô mai: ăn ổn, phô mai hơi ngấy, béo, như bột khoai tây á, mình thấy mấy quán ốc bình dân làm thấy có vẻ ngon mắt hơn, mình chưa ăn quán ốc nào, hy vọng sẽ có dịp thử. 

Chem chép nướng mỡ hành: Cũng chưa ăn. 

Hào nướng phô mai: Ăn ok, có con hào to, có con hào nhỏ, phô mai ngậy như khoai tây xốp xốp, có ớt chuông xắt hạt lựu nữa. 

Bạch tuộc nướng: Ăn ngon, mình cũng chưa ăn bạch tuộc nướng, chấm tương ớt xanh xanh gì ấy mình thấy hình ảnh của vài quán, thấy thích lắm, mình không có biết chạy xe, nên hạn chế khá nhiều chỗ ăn uống. Bạch tuộc ở đây giòn, ngon, ko quá dai. Thấm ớt đều, hơi the the, ăn thấy thích. 

Tôm: cũng không có ăn, mình lười lột vỏ. Đích thị là mèo lười. Thiết nghĩ tôm càng lột vỏ ra công sức được đền đáp là thịt tôm ú nu ú na, đầy gạch, ăn phê hơn loại này. 

Bò xiên que: bò dai vừa phải, ăn ổn, nêm gia vị chưa ngon.

Cá xiên que: không có ăn.

Súp măng cua sò điệp: không có con sò điệp nào hết, hơi thất vọng vì danh tiếng tiêu chuẩn 4 sao. Có ít còn hơn không có. 

Khoai tây đút lò, ăn ok. 

Xúc xích cũng ngon miệng.

Cơm nấu kiểu Mỹ cũng ngon miệng luôn. Ăn chung với xúc xích rất ổn. 

Tráng miệng chưa kịp ăn là hết veo. Nhân viên cũng không lấy thêm nên cũng không có cơ hội ăn thử. 

PS: Nói chung món ăn ngon miệng hết, nhưng chưa đạt chuẩn 4 sao, ở khách sạn sang trọng như Grand Hotel. Mình thấy ăn buffet ở Parkson LLT còn ok hơn. Món ăn để đĩa sứ nên rất mau nguội, làm giảm đi chất lượng. Nên để thức ăn trong khay nhôm, để giữ thức ăn còn ấm lâu hơn. Bò khi nguội, dai, mất ngon, hải sản thì tanh. Nhưng may thay, mình ăn sò điệp phô mai, và hào hướng lúc nó còn ấm.

Foody tổ chức trao giải cho users khá hay, đủ giải: thân thiện, trùm buffet, trùm ăn sang, v.v. Mình cũng là ứng viên trong trùm cà phê, mình thì thấy trùm Matcha là hợp nhất. Không biết có ai trùm hơn không. Đi được ăn free ngon lành, quà đem về ( ly, 2 voucher). Nhưng kém may mắn trong việc thắng các giải thưởng. Bạn nào trúng voucher 1000k cho bất kỳ nhà hàng nào là users nào nhỉ. Siêu may mắn đêm hôm qua.
Xem thêm"
172,Rooftop Grand Lounge,06/2014,16/06/2014 11:01,Âu,"Grand Cafe - Grand Hotel Saigon
Buffet nằm tận trên tầng 12 nên view khỏi chê, không gian rộng rãi và sang trọng.
Lần này đi thật sự mình khá vui vì hội ngộ và gặp gỡ được nhiều bạn bè. Cùng giao lưu và trò chuyện vô cùng thú vị.
Về phần thức ăn mình thấy tương đối ổn chứ k có j nổi bật, các món ăn nêm nếm vừa miệng. Riêng các món nướng có vẻ hơi nguội, có lẽ do trời chuyển mưa nên quầy nướng k được để ngoài trời mà chuyển sang phương án nướng sẵn.
Nhân viên phục vụ vui vẻ và niềm nở vô cùng, phục vụ thân thiện và chu đáo."
173,Riverside Cafe Buffet - Renaissance Riverside Hotel,05/2014,30/05/2014 15:05,Âu,"Buffet trưa ở Riverside Cafe
Nhà Hàng có view khá đẹp, nhìn ra sông SG, nội thất và decoration khá sang trọng nhưng mình vẫn thấy chưa xứng tầm của 1 Hotel được đánh giá là 5*. Buffet trưa cũng khá phong phú, có khu vực bánh mì, đồ nóng, khu vực tự chọn cho Salad khá hoành tráng, với đủ loại rau, sources, Olives, .. Khu vực Hải Sản thì không được phong phú, ít đồ tươi chế biến tại chỗ (có lẽ là do buổi trưa). Mình và 2 bạn nhỏ ở nhà thì kết khu vực dessert hơn, các loại bánh ngọt và ice-cream tự chọn, sources và các toppings, khá ok. Nói chung nếu hôm đó mình ko dùng voucher (không voucher giá tầm 550k/net) thì giá khá chát s/v chất lượng của 1 bữa buffet trưa"
174,Riverside Cafe Buffet - Renaissance Riverside Hotel,03/2014,7/03/2014 21:58,Âu,"Món ăn bình thường mà phục vụ thì chảnh
Ban đầu tới đây mình dùng máy ảnh để chụp xung quanh, chụp được 1 chút nhân viên bắt đầu ra vẻ nghiêm trọng tới nói với mình ở đây không được chụp bằng máy ảnh, mặc dù trên 1 số diễn đàn ăn uống có kha khá người chụp bằng máy ảnh chuyên nghiệp (DSLR), mình hơi ngạc nhiên nên nói rõ ràng trên mạng có người chụp bằng máy ảnh, nhân viên nói chắc chắn họ chụp bằng điện thoại, cho tới khi mình nói mình có thể đưa ra bằng chứng những người đó dùng DSLR thì ngay lập tức nhân viên gọi quản lý. Quản lý tới năn nỉ mình do có camera quay lại nên xin đừng chụp. Hay thấy mình dùng máy ảnh nhỏ nên ""ăn hiếp""!!! 5 sao chảnh dữ, qua bên InterContinental & Sheraton chụp thả ga cũng không ai nói gì. Đồ ăn thì bình thường. Cá sống không quá tươi, lươn nướng ăn có mùi tanh. Sushi cuốn rau là chủ yếu. Các món nướng bình thường như nghêu ốc thì lên đúng, mà món mắc như cua ghẹ hàu... thì không lên, kêu lắm mới lên. Món VN làm không vừa miệng lắm, có vẻ thua cả bên Sheraton. Hàu không tươi lăm, sò lông thì luộc sơ rồi nướng cho nóng, ăn thua xa nướng than bên Hương Sen! Cừu cắt nhỏ ăn không đã. Các loại tráng miệng thì 5 sao nào cũng na ná nhau. Điểm cộng ở đây có lẽ là phần trang trí, cả ly trà đá trang trí cũng đẹp !!
Xem thêm"
175,Riverside Cafe Buffet - Renaissance Riverside Hotel,08/2014,9/08/2014 14:07,Âu,"Thất vọng toàn tập
Thấy mấy bạn foody khen quá nên cũng mạo muội đến check thử
Mình mua 4 voucher,582k/1người để dùng bữa tối 02/08/2014 cùng gia đình.
Không biết trước đó thế nào nhưng ngay hôm mình đi thì ôi thôi....không nói nên lời !
Phục vụ rất chu đáo nhiệt tình thân thiện.
Không gian tốt.
Chỉ có món ăn thì mình xin phép đánh giá : ""Không chấp nhận được""
Thấy quầy
Món cua, ghẹ thì lạt nhách, không có chút mùi vị của cua ghẹ chứ chưa nói đến độ ngọt thịt cua.
Khi đem ra bàn mình lại bất ngờ với độ nguội ngắt của món ăn từ vỏ đến thịt nhất là món hấp nướng. 
Có thể nhà hàng đặt chế như vậy để làm cocktail chăng?! hay theo phong cách nấu ăn của một trường phái, quốc gia nào đó mình chưa biết?! Nếu anh chị nào biết xin chỉ bảo thêm cho.
Tôm mũ ni thì khá hơn cua ghẹ chút xíu không đến nỗi lạt nhách nhưng nếu đã từng thưởng thức qua mũ ni tươi sống thì thật sự chưa đạt. Nếu cho điểm là 6~7/10.
Cuối cùng vớt vát được vài chú hàu pháp, vài miếng sashimi cá hồi rồi ra về trong tâm trạng không mấy hạnh phúc.Tổng chi phí khoảng 2,500,000VND
Về giá cả
với giá đó mình sẽ chấp nhận chi thêm để dùng buffet tại NIKKO SAIGON hay Legend Saigon.
Xem thêm"
176,Riverside Cafe Buffet - Renaissance Riverside Hotel,08/2017,6/08/2017 0:17,Âu,"Riverside Cafe Buffet - Renaissance Riverside Hotel
Nhân dịp sinh nhật con gái mình tròn 18 tuổi và cũng vừa đc tuyển thẳng vào đại học nên gia đình có mua 15 voucher buffet ở Renaissence Riverside Hotel. Bước vào sảnh nhà hàng mình đã đc nhân viên niềm nở mời và sắp xếp chỗ ngồi cho mọi người. Món ăn ở đây tuy hơi ít nhưng khá chất lượng. Đồ hải sản ở đây chỉ có tôm và cua chế biến duy nhất một món hấp mà thôi. Món tráng miệng ở đây thì rất phong phú. Đặc biệt tiramisu ngon cưc kỳ ( hương vị ko giống những chỗ khác ). Đây là địa điểm lý tưởng để tổ chức liên hoan, sinh nhật cũng như họp mặt gia đình."
177,Riverside Cafe Buffet - Renaissance Riverside Hotel,03/2018,22/03/2018 13:50,Âu,"Riverside Cafe Buffet
Công ty mình tổ chức yearend ở đây, sảnh rộng rãi, đồ ăn không được ngon lắm, không ấn tượng."
178,Riverside Cafe Buffet - Renaissance Riverside Hotel,10/2015,29/10/2015 21:24,Âu,"Không xứng với tầm khách sạn 5 sao
Săn được voucher buffet trưa hải sản tại khách sạn Renaissance Riverside, hạ từ 485k xuống 320k (may mà mua sớm, giờ nó đã thành 578k hạ xuống 380k). 

Ấn tượng đầu tiên là: hết chỗ gửi xa, bị chỉ sang chỗ gửi gần đó và bị chém 10k/xe máy. Hơi bị choáng! Gọi điện đặt chỗ trước 1 tiếng (cái này là do quên mất, trên voucher dặn là gọi trcd 5 tiếng, mà ăn trưa 12:00-14:30 nên sáng sớm ra k0 gọi đc), được báo là hết chỗ. 3 đứa đánh liều đến thì may quá vẫn có. Nhà hàng ngay tầng trệt, nhỏ, sạch sẽ. 

Hải sản có mỗi tôm với cua, lại còn ăn lạnh - dở ẹc, mà quảng cáo là buffet hải sản. Sushi dở tệ. Những món khác bình thường, k0 phù hợp với đẳng cấp khách sạn 5 sao. 

Voucher k0 bao gồm nước. Bọn mình gọi 2 chai nước khoáng, trả tiền choáng luôn: 127.050 sau thuế + phí dịch vụ!!! Thôi, một lần và mãi mãi nhá!
Xem thêm"
179,Riverside Cafe Buffet - Renaissance Riverside Hotel,08/2015,8/08/2015 16:43,Âu,"Mình rất thích buffet trưa
Mình ăn thấy đồ ăn khá ngon, nhất là soup bí ngô và nấm, các món tráng miệng đều rất ngon. Cua ghẹ tươi và chắc. Phụ vụ chuyên nghiệp, không gian rất đẹp và thoáng. 
Mình lo ăn ko nên ít chụp hình review."
180,Riverside Cafe Buffet - Renaissance Riverside Hotel,07/2017,14/07/2017 12:59,Âu,"Riverside Cafe Buffet - Renaissance Riverside Hotel
Mặc dù giá buffet thuộc tầm cao nhưng do ở trong khách sạn 5 sao lại ngay trung tâm thành phố , đồ ăn rất ngon , hải sản nhiều loại , có cả tôm hùm nữa thì đáng để trải nghiệm khi có cơ hội . Không gian sang chảnh . Đồ tráng miệng ngon , nhất là bánh ngọt , nhân viên phục vụ ok khỏi bàn . Tuy nhiên giá nước quá cao . Có thể lựa cua rồi đem để chef chế biến dùm , tầm hẹn 10 phút là có món để thưởng thức ."
181,Rakuen - Lẩu & Mì Cay,02/2020,21/02/2020 21:49,Âu,"ĂN NGON, PHỤC VỤ THÂN THIỆN
Đi ăn ở đây qua lời giới thiệu của bạn cùng cty, lần đầu mình ăn nhưng thấy rất ok, lắp cửa kính xung quanh nên view cũng đẹp, lẩu thì có nước lẩu Thái và lẩu nấm vị ngon, dễ ăn. Đi buổi tối sau giờ làm nên thấy khách khá là đông nhưng nhân viên ở đây rất thân thiện nhiệt tình. Nước chanh sả của nhà hàng này cũng rất ngon, dimsum đa dạng bắt mắt."
182,Rakuen - Lẩu & Mì Cay,11/2019,17/11/2019 17:42,Âu,"ĂN NGON, PHỤC VỤ CHU ĐÁO
Nước lẩu thơm, ngon.
Dimsum vỏ mỏng nhân đầy đặn chất lượng.
Ngon nhất là lẩu nấm và món chân gà tàu xì, bánh bao kim sa, yumcha tôm. 
Quán tối màu sang trọng sạch sẽ, view cửa kính tiện chụp hình sống ảo :)
Nước uống bình thường, không dở.
Nhân viên thân thiện nhiệt tình chu đáo."
183,Rakuen - Lẩu & Mì Cay,10/2020,26/10/2020 16:59,Âu,"Rakuen - Lẩu & Mì Cay
mình thấy giảm giá 25% nên book bàn thử vào buổi trưa nay. 
đồ ăn khá nhiều thấy nv tư vấn là hơn 80 món ý mà mình ko đếm😂. tại thấy đống đồ ăn lên là đã thấy ngộp rồi nè.
từ rau đến đồ nhúng lẩu, Dimsum nữa đều thấy đa dạng nhiều quá luôn. 
nước lẩu thì mình chọn lẩu thái và nấm, thấy thái ok hơn nấm vì nấm hơi vị thuốc bắc nhẹ( cá nhân mình ko thích vị thuốc bắc) 
mình đi 3 người cả đồ uống chia đều ra tầm 275k/ ng luôn thuế rồi ý
lần đầu ăn thử thấy khá hài lòng, chắc chắn sẽ ghé ủng hộ quán nhiều hơn
Xem thêm"
184,Rakuen - Lẩu & Mì Cay,01/2021,1/01/2021 14:30,Âu,"Tạm
Quầy line lèo tèo vài thứ.
Thịt ok
Hải sản riêng Mực quá tanh, mình ăn đúng 1 con Mực xong k ăn đc nhường cho bạn phần còn lại lun
Coca k co gas do là coca chai 1L5 đổ ra
Nhân viên Nam ok nhanh nhẹn nhiệt tình
Riêng nv Nữ chưa có thiện cảm lắm do gọi đồ ăn mà k bh đem lên, nv Nam thì ok có liền"
185,Rakuen - Lẩu & Mì Cay,10/2020,15/10/2020 18:37,Âu,"Lẩu ngon, giá cả hợp lý
Đã thử lẩu thái và lẩu nấm, một chua cay một ngọt thanh, đánh giá nước lẩu ở đây khá ngon, nếu so với Kichi hay Hotpot story thì chắc thích ở đây hơn. Buffet 259k giảm còn 202k có tôm và nhiều loại hải sản, thịt, tôm ở đây tươi và to hơn nhiều quán buffet khác, các món nhúng nhìn chung là rất ok, dimsum ăn ít vì không phải món yêu thích. Nhân viên nhiệt tình thân thiện dù lúc tư vấn mình hỏi hơi bị nhiều, sẽ còn comback."
186,Rakuen - Lẩu & Mì Cay,11/2019,24/11/2019 9:31,Âu,"Rakuen Hotpot
Có 1 dạo mình đi ăn buffet lẩu miết luôn, ngay đợt Rakuen này giảm 20% nữa nè. Nồi lẩu đc 2 ngăn nha, mình cứ 1 lẩu ngọt 1 lẩu chua the là xong )) Khách ăn gì cứ tick vào phiếu r đưa nhân viên nha, mà đợt đó mình ăn k hiểu sao mà dọn món hơi lâu và đem sai món hoài á
Nước lẩu vừa ăn, thịt tươi ngon, có mấy xửng hấp há cảo xíu mại bắt mắt lắm, 1 xửng đem ra là 3 cục nha
Mỗi khách sẽ đc 1 khay nước chấm 3 ngăn luôn
Không gian ở đây có mấy bàn 2 người sát cửa sổ mà kiểu dạng là bàn cafe nha :))"
187,Rakuen - Lẩu & Mì Cay,11/2019,28/11/2019 16:20,Âu,"Lẩu ngon Lê Văn Sỹ
Hôm qua được con nhỏ bạn từng ăn chỗ này vài lần dẫn đi ăn thử, nhóm mình gọi combo vì sợ gọi buffet ăn không được nhiều thì cũng hơi tiếc. Nước lẩu rất đậm đà và thơm ngon, đồ ăn tươi và phục vụ rất dễ thương nhiệt tình. Quán đẹp hơi giống kiểu Nhật và giá cả khá hợp lý so với các quán lẩu khác."
188,Rakuen - Lẩu & Mì Cay,11/2020,17/11/2020 23:49,Âu,"Rakuen - Lẩu & Mì Cay
Lần thứ 2 ghé ủng hộ quán, sẽ còn nhiều lần ghé quán nữa, đồ ăn khá tươi ngon, pv nhiệt tình chu đáo, nước lẩu đậm đà, 
thích nhất vẫn là lẩu măng chua. nhúng hải sản đúng nghiền luôn
mình chọn set 319 đc giảm giá còn 249k thui"
189,Rakuen - Lẩu & Mì Cay,01/2021,14/01/2021 13:23,Âu,"Rakuen Hotpot Lê Văn Sỹ
Đã ăn quán này rất nhiều lần rồi nhưng hôm nay phải viết bài khen 1 lần nữa vì thật sự mình quá ưng nước lẩu mới của quán, chưa thấy có trong menu nhưng lúc đến ăn được nhân viên tư vấn nên đã dùng thử nước lẩu cay Mala đài loan. Mình vốn ăn cay nên nước lẩu này với mình thì k quá cay tuy nhiên là rất thơm ngon, ăn rất bắt vị, ai ăn cay được nên thử. 1 điểm khác thấy cải thiện đáng kể là mỗi tầng thấy có thêm tủ lạnh chứa thịt nên món đem ra nhanh hơn hẳn hồi xưa, quầy line thêm được vài món nhẹ mới. Nói chung đây là lần đi ăn hài lòng nhất ở Rakuen từ trước đến giờ, giá cũng rất mềm nên ai tổ chức liên hoan cuối năm thì thật lòng khuyến khích nên thử ở đây nha.
Xem thêm"
190,Rakuen - Lẩu & Mì Cay,03/2021,6/03/2021 0:27,Âu,"Rakuen - Lẩu & Mì Cay
đã trở lại 3 lần. thật sự khá ưng nên share để mọi người thử nhé.
hải sản to, tươi ngon, đa dạng,. nước lẩu Mala cay tê lưỡi luôn. với mình thì lẩu cà chua hơi nhạt xíu. mình thử lẩu thái và nấm là ok nhất lun
dimsum thì viên to ú ụ luôn, thịt nhúng lẩu cũng nhiều nữa, quán cũng hay có CTKM nữa
mình và bạn bè mình sẽ ủng hộ quá thường xuyên"
191,Rakuen - Lẩu & Mì Cay,12/2019,8/12/2019 11:57,Âu,"Lẩu ngon, giá mềm
Lần đầu mình đi ăn do được bạn cùng công ty giới thiệu, nhân viên Rakuen đã rất dễ thương khi sắp xếp bàn tầng trệt cho nhóm mình (thường là mời khách lên lầu 1,2) vì có bà ngoại đã lớn tuổi đi cùng và rất vất vả nếu lên xuống cầu thang. Nước lẩu của nhà hàng rất vừa vị và đồ nhúng lẩu như hải sản, thịt đều tươi ngon, thích nhất là nước uống chanh sả. 
Về giá cả thì mình thấy là khá mềm so với nhiều nhà hàng lẩu khác. đang có khuyến mãi đi 4 tính 3 và tặng trà sữa cho khách có sinh nhật trong tháng này."
